id;level1;level2;level3;level3a;question;keywords
444;Information;Remote conclusion;Documentation;;How do I open the received documentation?;documentation, password, locked documentation, code, signature
445;Information;Remote conclusion;Documentation;;What is the password for opening the received documentation?;opening documentation, data entry, 24-hour validity, 24-hour fuse
446;Information;Remote Conclusion;Documentation;;Why didn't I receive the policy on my email address?;receiving policy, itriglav, policy, documentation
447;Information;Remote conclusion;payment of premium;;What are the remote payment options?;payment of premium, UPN, permanent, e-invoice, NLB Klik, Mastercard, Visa, Activa Maestro, VALÚ
448;Information;i.triglav;Review of policies;;Where can I check the status of my policy?;review of policies in itriglav, status of the policy, graph, resources
449;Information;i.triglav;Review of policies;;Why can't I see my insurance policy in the digital branch?;profile, policy, view, itriglav
450;Information;i.triglav;Damage status;;Where can I track the status of damage/claims?;claim status, damage, damage file, status, itriglav
451;Information;i.triglav;Claim report;;What is the procedure for submitting a claim in the application?;claim report in itriglav, submission in itriglav
452;Information;i.triglav ;i.triglav branch;;What is the digital branch i.triglav?;itriglav, policy overview, registration, portfolio, investments, investment
453;Information;i.triglav;i.triglav Branch;;What does the i.triglav branch provide?;services, digital branch, itriglav, operation
454;Information;i.triglav;Registration;;How can I register?;registration, itriglav, sign up, itriglav, online branch
455;Information;i.triglav;Registration;;How do I activate my i.triglav user account?;user account, itriglav, authentication, activation
456;Information;i.triglav ;Registration;;Which digital certificate can I use for identification in the i.triglav application?;digital certificate, identification, activation, itriglav, AC NLB, Halcom, SIGEN
457;Information;i.triglav;Registration;;What is the meaning of a one-time registration code?;one-time, registration code, itriglav
458;Information;i.triglav;Registration;;How do I obtain a one-time registration code?;one-time, registration code, itriglav
459;Information;i.triglav;Access;;How can I access i.triglav?;username, access, digital certificate, personal number, one-time registration code, itriglav
460;Information;i.triglav;Change of data;;How can I change the data in i.triglav?;general change, change of data in itriglav
461;Information;i.triglav;Technical difficulties;;What should I do if a user with this tax number is already registered?;invisible policy, incorrect policy, policy status, application not working, confirmation email, display of funds, technical difficulties
462;Information;i.triglav;Technical issues;;Errors in the registration process;error, registration, itriglav
463;Information;i.triglav;Technical issues;;Why am I not receiving a confirmation email for i.triglav?;confirmation email, itriglav
464;Information;i.triglav;Technical issues;;Why can't I see my insurance policies in i.triglav?;profile, policy, itriglav, view
465;Information;i.triglav;Technical issues;;I need help with i.triglav;help, itriglav, application
466;Information;i.triglav;Password;;How to choose a suitable password?;itriglav, password, general
467;Information;i.triglav;Forgotten password;;What should I do if I forget my password?;password change, new password, forgotten
468;Information;i.triglav;Discount for consent;;How do I submit individual consent?;discount, consent, itriglav, activation
469;Information;i.triglav;Discount for digital business;;Is there a discount for digital business in the Triglav package?;itriglav, discount, combined discount, triglav package
470;Information;i.triglav;Discount for digital business;;How do I activate the discount for digital business?;discount, itriglav, activation, registration, consent
471;Information;i.triglav;Forgotten password;;What do I do if I forget my password?;username, password, itriglav, wrong password
472;Information;Triglav Health Application;claim submission;;How do I file a claim for reimbursement of expenses?;Triglav, Health Insurance, expense reimbursement, claim
473;Information;Drajv;technical issues;;How do I resolve synchronization issues with driving?;Drajv, synchronization, driving
474;Information;Drajv;technical issues;;What should I do if the start button does not work?;start, Drajv, button, start recording
475;Information;Drajv;technical issues;;Why does the application turn off during the drive?;drive, application turns off, Drajv
476;Information;Drajv;Technical issues;;Why is the Drajv application not working properly?;GPS, mobile data, not working, update, application
477;Information;Drajv;Application usage and operation;General features of the application;What is the meaning of the Drajv application?;drajv, application, telematics, driving, discount, 25 %
478;Information;Drajv;Application usage and operation;General features of the application;How does the Drajv application work?;application, recording, driving, speed limit, forces, tolerance
479;Information;Drajv;Application usage and operation;General features of the application;What does telematics mean?;drajv, telematics, technology, premium
480;Information;Drajv;Usage and operation of the application;General characteristics of the application;What are the functionalities of the renovated Drajv application?;application, drajv, renovated, functionalities
481;Information;Drajv;Use and operation of the application;General characteristics of the application;How much space on the phone's memory does the application occupy?;memory, space, application, drajv
482;Information;Drajv;Usage and functionality of the application;General characteristics of the application;How much battery does the application consume?;consumption, battery, application, drajv
483;Information;Drajv;Application usage and operation;General features of the application;Who can use Drajv?;drajv, usage, smartphone, users
484;Information;Drajv;Using and operating the application;General features of the application;How are rides graded?;rating, ride, drajv
485;Information;Drajv;Application usage and operation;General features of the application;Why is it necessary to enable GPS or allow access to location services?;GPS, access to location services, location, recording, application, drajv
486;Information;Drajv;Application usage and operation;General features of the application;What does Dashcam - car camera mean?;dashcam, car camera, recording, driving, drajv
487;Information;Drajv;Application usage and operation;General characteristics of the application;How much does the Drajv application cost?;chargeable, price, drajv, application, free
488;Information;Drajv;Application use and operation;General features of the application;How much data transfer does the application use?;data transfer, data, application, drajv
489;Information;Drajv;Usage and operation of the application;General characteristics of the application;Which devices support the Drajv application?;mobile device, drajv, ios, iphone, android, google play, huawei
490;Information;Drajv;Application usage and operation;Recording the driving process and phone installation;How should I install the phone for proper operation?;installation, phone, application, drajv
491;Information;Drajv;Application usage and operation;Recording the drive and phone placement;Is it allowed to move the phone during the drive?;movement, phone, rating, drive, drajv
492;Information;Drajv;Application usage and operation;Recording procedure and phone setup;Why can't I start recording the drive during an option?;application activation, recording drive, drajv
493;Information;Drajv;Application usage and operations;Recording procedure and phone installation;What is the procedure for recording the drive?;drive recording, completion, drive, stop, drajv
494;Information;Drajv;Application usage and operation;Recording process and phone installation;Is the use of the phone allowed during recording of the drive?;phone usage, driving, recording, drajv
495;Information;Drajv;Application usage and operation;Recording process and phone installation;What are the advantages of automatic driving recording?;recording, automatic, drajv
496;Information;Drajv;Use and operation of the application;Update;How do I update the Drajv application?;update, application, synchronization
497;Information;Drajv;Use and operation of the application;Update;Why does the app require an update to the Android WebView application even though it is already updated?;update, Android Web, issue, drajv
498;Information;Drajv;reporting an error in the application;;Why does the Drajv app display the wrong driving score?;speed limit, traffic signs
499;Information;Drajv;reporting an error in the application;;Why doesn't the Drajv application record the correct number of kilometers traveled?;kilometers, km, number of kilometers traveled, update
500;Information;Drajv;reporting an application error;;Why can't I report an error?;report, error, Drajv
501;Information;Drajv;reporting an error in the application;;How do I report incorrect force measurements or phone movement?;force, driving, application, Drajv
502;Information;Drajv;Registration;installation;How do I install the Drajv application?;login, Drajv, store, installation
503;Information;Drajv;Registration;installation;Why can't I find the Drajv application in the store?;Google, Play, store, application, drajv
504;Information;Drajv;Discount;access to account;Can I transfer my Drajv account to another person?;transfer, account, other person
505;Information;Drajv;Access;account access;How do I transfer my Drajv application data to another phone?;login, Drajv, new mobile device
506;Information;Drajv;Registration;registration;How do I complete the registration/login process in Drajv?;registration, login, details, drajv
507;Information;Drajv;Password;;How do I set the password for the Drajv app?;password, registration, login, drajv
508;Information;Drajv;Forgotten password;Forgotten password Drajv;What to do in case of a forgotten password?;forgotten password, Drajv, password reset
509;Information;Drajv;Language change;change of data in the application;How do I change the language in the Drajv app?;language, application, settings, drajv
510;Information;Drajv;Changing data in the application;changing data in the application;How do I change data in the Drajv application?;e-mail, contact, incorrect data, data change, contact details, e-mail, tax identification number, application
511;Information;Drajv;Drajv rewards/discounts;;What are the benefits of the Drajv app?;benefits, discount, 25 %, drajv
512;Information;Drajv;Drajv Rewards/Discounts;;What are the conditions for receiving a Drajv discount?;km, kilometers, rating, drajv, discount, 300 km
513;Information;Drajv;Drajv Rewards/Discounts;;How do I obtain a discount code?;code, discount, collecting discount, 25 %, request code, drajv
514;Information;Drajv;Drajv Awards/Discounts;;Why can't I request a discount code?;code, Drajv, discount, issue
515;Information;Drajv;Drajv Rewards/Discounts;;Can I lose the already acquired Drajv discount?;discount, drajv, acquired
516;Information;Drajv;Drajv Rewards/Discounts;;How can I check my current Drajv discount?;code, discount, monthly progress, drajv
517;Information;Drajv;Drajv Rewards/Discounts;;What are the limitations of the Drajv discount?;code, discount, Drajv, limitations
518;Information;Drajv;Drajv rewards/discounts;;What is the highest possible Drajv discount?;discount, drajv, maximum, highest, 25 %
519;Information;Drajv;Drajv Rewards/Discounts;;Why can't I use the discount code?;code, Drajv, discount
520;Information;Drajv;Drajv Rewards/Discounts;;Where can I find details about Drajv rewards?;benefits, drajv, rewards
521;Information;Drajv;Drajv Awards/Discounts;;Where can I find the list of winners?;drajv, winners, participation in prize game, drawing, challenges
522;Information;Drajv;Drajv Rewards/Discounts;;What is the procedure for participating in the prize game?;prize game, drajv, participation
523;Assistance;Automotive;Towing or transportation of a vehicle;;Car shut off, car towing;shut off during drive, assistance, towing
524;Assistance;Automobile;Towing or transportation of a vehicle;;Car without power, car towing;without power, vehicle, assistance, towing
525;Assistance;Automotive;Towing or transportation of vehicles;;Broken spring;spring, break, assistance, towing
526;Assistance;Automotive;Towing or transport of vehicle;;Transmission failure;transmission, assistance, towing
527;Assistance;Automobile;Towing or transportation of the vehicle;;Clutch malfunction;clutch, assistance, towing
528;Assistance;Automotive;Towing or transport of the vehicle;;Engine malfunction (warning lights, smoke from the engine);smoke from the engine, engine lights, assistance, towing
529;Assistance;Automotive;Traffic accident;;Traffic accident;traffic accident, collision, automotive liability, assistance, towing, service, police
530;Assistance;Automobile;Traffic accident;;Wildlife collision;wildlife, traffic accident, assistance, service, police
531;Assistance;Automobile;Traffic accident;;Collision with a vehicle;collision, traffic accident, assistance
532;Assistance;Automotive;Traffic accident;;Road slip;slip, traffic accident, assistance, service
533;Assistance;Automobile;Traffic accident;;In which cases do I need to notify the police?;traffic accident, police
534;Assistance;Automotive;Traffic accident;;How to handle a traffic accident?;traffic accident, damage, police, policy, 3 days
535;Assistance;Automotive;Traffic accident;;Why is it necessary to fill out a European accident report?;European report, traffic accident, material damage, claim notification, police
536;Assistance;Automotive;On-site assistance (SPI);;The vehicle does not start;vehicle does not start, battery, assistance, roadside assistance, SPI
537;Assistance;Automotive;On-site assistance (SPI);;Empty battery;battery, empty, assistance, roadside help, SPI
538;Assistance;Automobile;Help at the scene (SPI);;Flat tire;tire, rubber, deflated, assistance, roadside help, SPI
539;Assistance;Automotive;On-site assistance (SPI);;Changing lights;changing lights, assistance, roadside help, SPI
540;Assistance;Automotive;Replacement vehicle;;Arranging a replacement vehicle;replacement vehicle, assistance, plus, comfort, service, traffic accident, RAC
541;Assistance;Automotive;Replacement vehicle;;I want to extend the rental of the replacement vehicle;extension of rental, replacement vehicle, assistance, plus, comfort, rental conditions, reminder
542;Assistance;Automotive;Replacement vehicle;;Returning a replacement vehicle;replacement vehicle, assistance, plus, comfort, rental conditions, reminder
543;Assistance;Automotive;Vehicle rescue during excursion / skidding off the road;;Stuck vehicle in mud, snow, ditch;mud, snow, ditch, stuck, assistance, vehicle rescue
544;Assistance;Automobile;Removal of the consequences of refueling with the wrong fuel;;Refueling with the wrong fuel;wrong fuel, emptying and cleaning the tank, fuel cleaner, costs
545;Assistance;Automobile;Help with vehicle key problems;;Locked keys in the vehicle;keys locked, spare keys, assistance
546;Assistance;Automotive;Vehicle key issues assistance;;Locked person in the vehicle;spare keys, assistance
547;Assistance;Automotive;Help with vehicle key issues;;Lost, stolen keys;lost keys, stolen keys, assistance, police
548;Assistance;Automotive;Help with vehicle key issues;;Damaged keys, unlocking card;damaged keys, spare keys, unlocking card, spare keys, battery, assistance
549;Assistance;Automotive;Theft (of parts) of the vehicle;;Stolen vehicle, part of the vehicle;theft, vehicle, assistance
550;Assistance;Automobile;Fuel delivery for the vehicle;;Running out of fuel;out of fuel, gasoline, diesel, fuel costs, assistance, fuel delivery, vehicle
551;Assistance;Automotive;Delivery of spare parts abroad;;Delivery of a spare part abroad;spare parts, abroad, repair, payment, assistance
552;Assistance;Automotive;Customs clearance and transport to scrap/dismantling or transfer of damaged vehicle in a foreign country;;Customs clearance of a vehicle;transport to scrap, dismantling, vehicle transfer
553;Assistance;Automobile;Customs clearance and transport to the scrap yard/dismantling or abandonment of damaged vehicles in a foreign country;;Transport of damaged vehicles to a scrap yard abroad;customs clearance, scrap yard, abandonment, assistance
554;Assistance;Automotive;Transportation of persons/all insureds;;Transport to service/home/hotel;transport, taxi, public transport, towing contractor
555;Assistance;Automotive;Provision of funds;;Missing funds, provisioning of funds;theft, funds, wallet, money, inability to pay, provision of funds, assistance
556;Assistance;Automotive;Substitute driver abroad;;Substitute driver;substitute driver, injury, inability to drive, doctor's opinion
557;Assistance;Automotive;Help in case of death abroad;;Organization of transportation of the deceased from abroad;assistance to relatives, traffic accident, transportation of deceased person
558;Assistance;Automotive;Visiting relatives of injured policyholder abroad;;Visiting a family member who is being treated abroad;visit, relatives, injury, abroad, hospital, return ticket, public transport
559;Assistance;Automotive;Accompaniment of minor insured persons;;Organization of transportation home for minors;traffic accident, hospital, death, transportation costs, public transport
560;Assistance;Automotive;General Information AA;;What are the conditions for using automotive assistance?;automotive assistance, assistance center, assistance case, comfort, plus, remediation
561;Assistance;Automotive;General Information AA;;Why are the lines busy?;automotive assistance, assistance center, assistance case, advertisements, operator
562;Assistance;Automotive;General Information AA;;Can I call for assistance if I am not your policyholder?;call, 080 28 64, customer, assistance service, assistance
563;Assistance;Home;Craft service - Failure of water supply or sewage system;;Leaking from the pipe;water, plumbing, installer, home assistance
564;Assistance;Home;Craft service - Plumbing or sewage failure;;Flood, water leakage;flood, plumbing, installer, home assistance
565;Assistance;Home;Craftsmanship service - Plumbing or sewage malfunction;;Blocked drain;drain, plumbing, installer, home assistance
566;Assistance;Domestic;Craft service - Electrical wiring malfunction;;Electricity malfunction;electricity, electrical wiring, electrician, domestic assistance
567;Assistance;Home;Craftsman service - Heating system malfunction;;Problems with the burner, radiators;radiator, installers in case of heating system malfunctions,
568;Assistance;Home;Craft service - Roof or attic damage;;Roof damage;roof, roofer, home assistance
569;Assistance;Home;Home protection;;Home protection;home protection, absence, burglary, home assistance
570;Assistance;Domestic;Transportation and temporary accommodation in a hotel;;Temporary accommodation in a hotel;transport, domestic assistance
571;Assistance;Domestic;Transport and temporary accommodation in a hotel;;Transport;accommodation in a hotel, conditions, costs, domestic assistance
572;Assistance;Home;Opening entrance doors;;Trouble with opening entrance doors;entrance door, door opening, lock, locksmith, home assistance
573;Assistance;Home;General information DA;;Information about veterinary services;information, veterinary, domestic animals, home assistance
574;Assistance;Home;General Information DA;;Contractor for refrigerator repair;information, contractor, repair, refrigerator, home assistance
575;Assistance;Domestic;General information DA;;Contractor for washing/dishwashing/drying machine repair;information, contractor, repair, washing machine, dishwasher, drying machine, domestic assistance
576;Assistance;Home;General information DA;;Contractor for freezer repair;information, contractor, repair, freezer, home assistance
577;Assistance;Home;General information DA;;Contractor for TV repair;information, contractor, repair, television, home assistance
578;Assistance;Computer;Help in case of computer/profile intrusion;;Intrusion into computer/profile;intrusion, profile, social network, Facebook, Instagram, Gmail, Snapchat, Twitter, computer assistance
579;Assistance;Computer;Help with restoring a computer/profile;;Trouble logging into a computer profile;login, Gmail, Outlook, profile, computer assistance
580;Assistance;Computer;Help with restoring computer/profile;;Issues with computer audio;sound, settings, computer assistance
581;Assistance;Computer;Help with computer/profile restoration;;Problems with the image on the computer;image, settings, screen, computer assistance
582;Assistance;Computer;Help with restoring computer/profile;;Printer issues;printer, settings, computer assistance
583;Assistance;Computer;Diagnostics and computer cleaning;;Cleaning the computer due to a virus;diagnostics, cleaning, virus, computer assistance
584;Assistance;Computer;Installation of antivirus software;;Installation of antivirus software;antivirus software, firewall, protection, virus, computer assistance
585;Assistance;Micro transport vehicles ;On-site assistance (SPI);;Battery depletion on an electric scooter;battery, electric scooter, assistance, roadside help
586;Assistance;Micro transport vehicles;On-the-spot assistance (SPI);;Punctured tire;punctured tire, wheel, assistance, roadside assistance
587;Assistance;Micro transport vehicles;On-site assistance (SPI);;Punctured tire;punctured tire, bicycle, assistance, roadside assistance
588;Assistance;Micro transport vehicles;Assistance at the scene (SPI);;Broken gearshift;gearshift, bike, assistance, roadside assistance
589;Assistance;Micro transport vehicles;On-site assistance (SPI);;Broken chain on a bicycle;chain, spare parts, bicycle, assistance, roadside help
590;Assistance;Micro transport vehicles;Transport of micro transport vehicle;;Transportation of the bike to the service;transport, service, authorized service, assistance
591;Assistance;Micro transportation vehicles;Transportation of persons/insured persons;;Transport to service/hotel/home;transport, residence, hotel, provider, public transport, taxi, assistance
592;Assistance;Micro transport vehicles;Hotel accommodation;;Hotel accommodation;hotel, accommodation, conditions, overnight stay, 150 km, assistance
593;Assistance;Micro transport vehicles;General information AMPS;;Information about assistance for micro transport vehicles;assistance, micro transport vehicle, assistance case
594;Assistance;After injury;Specialist examination/treatment;;Specialist examination/treatment;health point, TZZ, specialist examination, assistance, after injury, 080 26 64
595;Assistance;After injury;Diagnostic examination;;Diagnostic examination;health point, TZZ, diagnostic examination, assistance, after injury, 080 26 64
596;Assistance;After injury;Outpatient rehabilitation, therapies;;Outpatient rehabilitation, therapies;outpatient rehabilitation, therapies, health point, TZZ, assistance, after injury, 080 26 64
597;Assistance;Watercraft;Towing of watercraft;;Towing of watercraft;watercraft, assistance, towing
598;Assistance;Watercraft;Delivery of spare parts for the watercraft;;Delivery of spare parts for the watercraft;spare parts, watercraft, assistance, delivery
599;Assistance;Watercraft;Fuel delivery for watercraft;;Fuel delivery for watercraft;watercraft, fuel delivery, assistance
600;Assistance;Watercraft;Help with engine start;;Help with engine start;assistance, engine start, help
601;Assistance;Watercraft;Assistance in rescuing a lightly grounded vessel;;Assistance in rescuing a lightly grounded vessel;grounded vessel, rescue, assistance
602;Assistance;Watercraft;Assistance in case of tangled rope in propeller;;Assistance in case of tangled rope in propeller;rope, propeller, assistance, help
603;Assistance;Watercraft;Transport of policyholders by sea;;Transport of policyholders by sea;transport, assistance, policyholders, Sea Help
604;Assistance;Watercraft;Information about weather conditions in the navigation area;;Information about weather conditions in the navigation area;assistance, watercraft, general information, Sea Help, +385 919 112 112
605;Assistance;Watercraft;General information on assistance for watercraft;;Information on assistance for watercraft;assistance, watercraft, general information, Sea Help, +385 919 112 112
