id;level1;level2;level3;level3a;question;keywords
445;Information;Remote conclusion;Documentation;;What is the password for opening the received documentation?;opening documentation, data entry, 24-hour validity, 24-hour fuse
446;Information;Remote contracting;Documentation;;Why have I not received a policy to my email?;policy receipt, itriglav, policy, documentation
447;Information;Remote conclusion;Premium payment;;What are the remote payment options?;premium payment, UPN, permanent payment, e-invoice, NLB Klik, Mastercard, Visa, Activa Maestro, VALÚ
448;Information;i.triglav;Policy overview;;Where can I check the policy status?;policy overview in itriglav, policy status, graph, funds
449;Information;i.triglav;Review of policies;;Why can't I see my insurance policy in the digital branch?;profile, policy, access, itriglav
450;Information;i.triglav;Damage status;;Where can I track the status of damage/damage claim?;damage claim status, damage, damages file, status, itriglav
451;Information;i.triglav;Damage report;;What is the procedure for submitting a damage claim in the application?;damage report in itriglav, submission of application in itriglav
452;Information;i.triglav;i.triglav branch;;What is the digital branch i.triglav?;itriglav, policy review, registration, portfolio, investments, investment
453;Information;i.triglav;i.triglav branch;;What does the i.triglav branch offer me?;services, digital branch, itriglav, operation
454;Information;i.triglav;Registration;;How can I register?;registration, itriglav, login, itriglav, online branch
455;Information;i.triglav;Registration;;How do I activate the i.triglav user account?;user account, itriglav, authentication, activation
456;Information;i.triglav;Registration;;Which digital certificate can I use for identification in the i.triglav application?;digital certificate, identification, activation, itriglav, AC NLB, Halcom, SIGEN
457;Information;i.triglav;Registration;;What is the meaning of a one-time registration code?;one-time, registration code, itriglav
458;Information;i.triglav;Registration;;How do I obtain a one-time registration code?;one-time, registration code, itriglav
459;Information;i.triglav;Access;;How can I access i.triglav?;username, access, digital certificate, personal number, one-time registration code, itriglav
460;Information;i.triglav;Change of data;;How can I change the data in i.triglav?;general change, change of data in itr iglav
461;Information;i.triglav;Technical Issues;;What do I do if the user with this tax number is already registered?;invisible policy, incorrect policy, policy status, application not working, confirmation e-mail, display of funds status, technical issues
462;Information;i.triglav;Technical issues;;Errors in the registration process;error, registration, itriglav
463;Information;i.triglav;Technical issues;;Why don't I receive a confirmation email for i.triglav?;confirmation email, itriglav
464;Information;i.triglav;Technical issues;;Why can't I see my insurance policies in i.triglav?;profile, policy, itriglav, view
465;Information;i.triglav;Technical issues;;I need help with i.triglav;help, itriglav, application
466;Information;i.triglav;Password;;How to choose a suitable password?;itriglav, password, general
467;Information;i.triglav;Forgotten password;;What should I do if I forget my password?;change password, new password, forgotten
468;Information;i.triglav;Discount for consent;;How do I give individual consent?;discount, consent, itriglav, activation
469;Information;i.triglav;Discount for digital business;;Is there a discount for digital business in the Triglav package?;itriglav, discount, combined discount, triglav package
470;Information;i.triglav;Discount for digital business;;How do I activate the discount for digital business?;discount, itriglav, activation, registration, consent
471;Information;i.triglav;Forgotten password;;What do I do if I forget my password?;username, password, itriglav, wrong password
472;Information;Triglav Health application;Damage claim;;How do I file a claim for reimbursement?;Triglav, Health Insurance, cost reimbursement, claim
473;Information;Drive;Technical issues;;How do I fix synchronization issues with driving?;Drive, synchronization, driving
474;Information;Drive;Technical issues;;What should I do if the start button is not working?;start, Drive, button, beginning of recording
475;Information;Drive;Technical issues;;Why does the app turn off during driving?;driving, app turns off, Drive
476;Information;Drive;Technical issues;;Why is the Drive app not working properly?;GPS, mobile data, not working, update, application
477;Information;Drajv;Usage and operation of the application;General characteristics of the application;What is the meaning of the Drajv application?;drajv, application, telematics, driving, discount, 25 %
478;Information;Drajv;Usage and operation of the application;General features of the application;How does the Drajv application work?;application, recording, driving, speed limits, forces, tolerance
479;Information;Drajv;Usage and operation of the application;General features of the application;What does telematics mean?;drajv, telematics, technology, premium
480;Information;Drajv;Usage and operation of the application;General features of the application;What are the functionalities of the renovated Drajv app?;application, drajv, renovated, functionalities
481;Information;Drive;Application usage and operation;General features of the application;How much phone memory space does the application occupy?;memory, space, application, drive
482;Information;Drive;Use and operation of the application;General features of the application;How much battery does the application consume?;consumption, battery, application, drive
483;Information;Drive;Application usage and operation;General characteristics of the application;Who can use Drive?;drive, usage, smartphone, users
484;Information;Drive;Application usage and operation;General application features;How are rides evaluated?;rating, ride, drive
485;Information;Driv;Use and operation of the application;General features of the application;Why is it necessary to enable GPS or grant access to location services?;GPS, access to location services, location, recording, application, driv
486;Information;Drive;Application use and operation;General application features;What does Dashcam - car camera mean?;dashcam, car camera, recording, driving, drive
487;Information;Drajv;Usage and operation of the application;General features of the application;How much does the Drajv application cost?;paid, price, drajv, application, free
488;Information;Drajv;Application usage and operation;General features of the application;How much data transfer does the application consume?;data transfer, data, application, drajv
489;Information;Drajv;Application use and operation;General features of the application;Which devices support the Drajv application?;mobile device, drajv, ios, iphone, android, google play, huawei
490;Information;Drive;Application usage and operation;Driving recording procedure and phone installation;How should I install the phone for proper operation?;installation, phone, application, drive
491;Information;Drive;Application usage and operation;Recording process of driving and phone installation;Is it allowed to move the phone while driving?;movement, phone, rating, driving, drive
492;Information;Drive;Application usage and operation;Recording process and phone installation;Why can't I start recording the drive during the option?;application activation, recording drive, drive
493;Information;Drive;Application usage and operation;Recording ride and phone setup process;What is the ride recording process?;ride recording, completion, ride, stop, drive
494;Information;Drive;Application usage and operation;Recording drive process and phone installation;Is using the phone allowed during recording the drive?;phone usage, drive, recording, drive
495;Information;Drive;Application usage and operation;Procedure for recording the drive and installing the phone;What are the advantages of automatic drive recording?;recording, automatic, drive
496;Information;Drajv;Application usage and operation;Update;How do I update the Drajv application?;update, application, synchronization
497;Information;Drive;Application usage and operation;Update;Why does the app require an update to the Android WebView app, even though it is already updated?;update, Android Web, issue, drive
498;Information;Drive;Report an error in the application;;Why does the Drive app display the wrong driving score?;speed limit, traffic signs
499;Information;Drive;Report an error in the application;;Why doesn't the Drive application record the correct number of kilometers traveled?;kilometers, km, number of kilometers traveled, update
500;Information;Drajv;Error reporting in the application;;Why can't I report an error?;report, error, Drajv
501;Information;Drajv;Report an error in the application;;How do I report incorrect force measurements or phone movement?;forces, driving, application, Drajv
502;Information;Drive;Registration;installation;How do I set up the Drive app?;registration, Drive, store, installation
503;Information;Drajv;Registration;installation;Why can't I find the Drajv app in the store?;Google, Play, store, application, drajv
504;Information;Drive;Discount;account access;Can I transfer my Drive account to another person?;transfer, account, another person
505;Information;Drive;Access;account access;How do I transfer Drive app data to another phone?;login, Drive, new mobile device
506;Information;Drive;Registration;registration;How do I complete the registration/subscription process for Drive?;registration, subscription, data, drive
507;Information;Drive;Password;;How do I set a password in the Drive app?;password, registration, login, drive
508;Information;Drajv;Forgot password;Forgot Drajv password;What do I do in case I forget my password?;forgot password, Drajv, password reset
509;Information;Drajv;Language change;change of data in the application;How do I change the language in the Drajv app?;language, application, settings, drajv
510;Information;Drajv;Change of data in the application;Change of data in the application;How do I change the data in the Drajv application?;e-mail, contact, incorrect data, data change, contact data, e-mail, tax number, application
511;Information;Drajv;Rewards/Discounts Drajv;;What are the benefits of the Drajv app?;benefits, discount, 25%, drajv
512;Information;Drive;Drive Rewards/Discounts;;What are the conditions for receiving a Drive discount?;km, kilometers, rating, drive, discount, 300 km
513;Information;Drajv;Drajv Rewards/Discounts;;How do I obtain a discount code?;code, discount, collecting discount, 25%, request code, drajv
514;Information;Drajv;Drajv rewards/Discounts;;Why can't I request a discount code?;code, Drajv, discount, issue
515;Information;Drive;Drive Rewards/Discounts;;Can I lose an already obtained Drive discount?;discount, drive, obtained
516;Information;Drajv;Drajv Rewards/Discounts;;How can I check the current Drajv discount?;code, discount, monthly progress, drajv
517;Information;Drajv;Drajv Rewards/Discounts;;What are the limitations of the Drajv discount?;code, discount, Drajv, limitations
518;Information;Drajv;Drajv Rewards/Discounts;;What is the highest possible Drajv discount?;discount, drajv, maximum, highest, 25 %
519;Information;Drive;Drive Rewards/Discounts;;Why can't I use the discount code?;code, Drive, discount
520;Information;Drive;Drive rewards/Discounts;;Where can I find details about Drive rewards?;benefits, drive, rewards
521;Information;Drive;Drive Rewards/Discounts;;Where can I find the list of winners?;drive, winners, participation in the prize game, drawing, challenges
522;Information;Drive;Drive Rewards/Discounts;;What is the procedure for participating in a prize draw?;prize draw, drive, participation
523;Assistance;Automobile;Towing or transport of the vehicle;;Car shutdown, towing;turned off while driving, assistance, towing
524;Assistance;Automotive;Towing or transportation of vehicles;;Car without power, tow truck;without power, vehicle, assistance, towing
525;Assistance;Automotive;Towing or transportation of vehicles;;Broken spring;spring, break, assistance, towing
526;Assistance;Automotive;Towing or transportation of a vehicle;;Transmission failure;transmission, assistance, towing
527;Assistance;Automotive;Towing or transportation of vehicles;;Clutch malfunction;clutch, assistance, towing
528;Assistance;Automobile;Towing or transportation of vehicle;;Engine malfunction (warning lights, smoke from engine);smoke from engine, engine lights, assistance, towing
529;Assistance;Automotive;Traffic accident;;Traffic accident;traffic accident, collision, automotive liability, assistance, towing, service, police
530;Assistance;Automotive;Traffic accident;;Wildlife collision;wildlife, traffic accident, assistance, service, police
531;Assistance;Automotive;Traffic accident;;Collision with a vehicle;collision, traffic accident, assistance
532;Assistance;Automobile;Traffic accident;;Sliding off the road;sliding, traffic accident, assistance, service
533;Assistance;Automotive;Traffic accident;;In which cases do I need to notify the police?;traffic accident, police
534;Assistance;Automotive;Traffic accident;;How to act in case of a traffic accident?;traffic accident, damage, police, policy, 3 days
535;Assistance;Automotive;Traffic accident;;Why is it necessary to fill out a European accident report?;European report, traffic accident, material damage, damage report, police
536;Assistance;Automotive;Assistance at the scene (SPI);;The vehicle doesn't start;vehicle doesn't start, battery, assistance, roadside help, SPI
537;Assistance;Automotive;Assistance at the event location (SPI);;Empty battery;battery, empty, assistance, roadside assistance, SPI
538;Assistance;Automotive;Help at the scene (SPI);;Deflated tire;tire, rim, deflated, assistance, roadside help, SPI
539;Assistance;Automotive;On-site assistance (SPI);;Light replacement;light replacement, assistance, roadside assistance, SPI
540;Assistance;Automotive;Replacement vehicle;;Arranging a replacement vehicle;replacement vehicle, assistance, plus, comfort, service, traffic accident, RAC
541;Assistance;Automotive;Replacement vehicle;;I want to extend the rental of a replacement vehicle;extension of rental, replacement vehicle, assistance, plus, comfort, rental conditions, reminder
542;Assistance;Automotive;Replacement vehicle;;Returning a replacement vehicle;replacement vehicle, assistance, plus, comfort, rental conditions, reminder
543;Assistance;Automotive;Rescue of a vehicle in case of off-road or sliding off the road;;Getting stuck with a vehicle in mud, snow, or a ditch;mud, snow, ditch, stuck, assistance, vehicle rescue
544;Assistance;Automotive;Elimination of consequences of filling the wrong fuel;;Filling the wrong fuel;wrong fuel, emptying and cleaning the tank, fuel cleaner, costs
545;Assistance;Automotive;Help with vehicle key problems;;Locked keys in the vehicle;locked keys, spare keys, assistance
546;Assistance;Automotive;Assistance with vehicle key issues;;Locked person in the vehicle;spare keys, assistance
547;Assistance;Automotive;Help with vehicle key issues;;Lost, stolen keys;lost keys, stolen keys, assistance, police
548;Assistance;Automotive;Assistance with vehicle key issues;;Damaged keys, unlock card;damaged keys, spare keys, unlock card, spare keys, battery, assistance
549;Assistance;Automotive;Theft (parts) of the vehicle;;Stolen vehicle, part of vehicle;theft, vehicle, assistance
550;Assistance;Automotive;Fuel delivery for the vehicle;;Fuel shortage;out of fuel, gasoline, diesel, fuel costs, assistance, fuel delivery, vehicle
551;Assistance;Automobile;Delivery of spare parts abroad;;Delivery of a replacement part abroad;spare parts, abroad, repair, payment, assistance
552;Assistance;Automotive;Customs clearance and transportation to scrap/dismantling or transfer of damaged vehicle to a foreign country;;Customs clearance of a vehicle;transportation to scrap, dismantling, vehicle transfer
553;Assistance;Automotive;Customs clearance and transport to scrapyard/dismantling or handing over of damaged vehicle to a foreign country;;Transport of damaged vehicle to a scrapyard abroad;customs clearance, scrapyard, handover, assistance
554;Assistance;Automotive;Transportation of persons/all insured;;Transport to service/home/hotel;transport, taxi, public transport, towing provider
555;Assistance;Automotive;Provision of funds;;Missing funds, provision of funds;theft, funds, wallet, money, inability to pay, provision of funds, assistance
556;Assistance;Automotive;Substitute driver abroad;;Substitute driver;substitute driver, injury, inability to drive, doctor's opinion
557;Assistance;Automotive;Assistance in case of death abroad;;Organization of transportation of the deceased from abroad;assistance to relatives, traffic accident, transport of the deceased person
558;Assistance;Automotive;Visiting relatives of the injured policyholder abroad;;Visiting a relative who is being treated abroad;visit, relatives, injury, abroad, hospital, round-trip ticket, public transport
559;Assistance;Automotive;Escort of minor policyholders;;Organization of transportation to home for minors;traffic accident, hospital, death, transportation costs, public transport
560;Assistance;Automotive;General Information AA;;What are the conditions for using automotive assistance?;automotive assistance, assistance center, assistance case, comfort, plus, removal of consequences
561;Assistance;Automotive;General Information AA;;Why are the lines busy?;automotive assistance, assistance center, assistance case, ads, operator
562;Assistance;Automotive;General Information AA;;Can I call for assistance if I am not your policyholder?;call, 080 28 64, customer, assistance service, assistance
563;Assistance;Home;Craft service - Plumbing or sewage failure;;Leakage from the pipes;water, plumbing, plumber, home assistance
564;Assistance;Home;Craft service - Water supply or sewage failure;;Flood, water leakage;flood, water supply, plumber, home assistance
565;Assistance;Home;Craft service - Plumbing or sewage malfunction;;Blocked drain;drain, plumbing, plumber, home assistance
566;Assistance;Home;Craft service - Electrical wiring failure;;Electricity malfunction;electricity, electrical wiring, electrician, home assistance
567;Assistance;Home;Craft service - Heating system malfunction;;Problems with the burner, radiators;radiator, installer for heating system malfunctions
568;Assistance;Home;Craftsmanship service - Roof or attic damage;;Roof damage;roof, roofer, home assistance
569;Assistance;Home;Home protection;;Home protection;home protection, absence, break-in, home assistance
570;Assistance;Home;Transportation and temporary accommodation in a hotel;;Temporary accommodation in a hotel;transport, home assistance
571;Assistance;Domestic;Transport and temporary accommodation in a hotel;;Transport;hotel accommodation, conditions, costs, domestic assistance
572;Assistance;Domestic;Opening entrance doors;;Trouble with opening entrance doors;entrance doors, door opening, lock, locksmith, domestic assistance
573;Assistance;Domestic;General information DA;;Information on veterinary services;information, veterinary, domestic animals, domestic assistance
574;Assistance;Home;General information DA;;Refrigerator repair service provider;information, provider, repair, refrigerator, home assistance
575;Assistance;Home;General information DA;;Repair provider for a washing/dishwashing/drying machine;information, provider, repair, washing machine, dishwasher, drying machine, home assistance
576;Assistance;Home;General information DA;;Contractor for freezer repair;information, contractor, repair, freezer, home assistance
577;Assistance;Home;General information DA;;Contractor for TV repair;information, contractor, repair, television, home assistance
578;Assistance;Computer;Help in case of computer/profile intrusion;;Intrusion into computer/profile;intrusion, profile, social network, Facebook, Instagram, Gmail, Snapchat, Twitter, computer assistance
579;Assistance;Computer;Help with computer/profile recovery;;Trouble logging into computer profile;login, Gmail, Outlook, profile, computer assistance
580;Assistance;Computer;Help with computer/profile recovery;;Troubleshooting audio on a computer;sound, settings, computer assistance
581;Assistance;Computer;Help with computer/profile restoration;;Problems with the image on the computer;image, settings, screen, computer assistance
582;Assistance;Computer;Help with restoring computer/profile;;Problems with the printer;printer, settings, computer assistance
583;Assistance;Computer;Computer diagnostics and cleaning;;Cleaning a computer due to a virus;diagnostics, cleaning, virus, computer assistance
584;Assistance;Computer;Installation of antivirus software;;Installing antivirus software;antivirus software, firewall, protection, virus, computer assistance
585;Assistance;Micro transport vehicles;On-site assistance (SPI);;Low battery on an electric scooter;battery, electric scooter, assistance, roadside help
586;Assistance;Micro transport vehicles;On-site assistance (SPI);;Flat tire;flat tire, wheel, assistance, roadside help
587;Assistance;Micro transport vehicles;On-site assistance (SPI);;Punctured inner tube;punctured inner tube, bike, assistance, roadside help
588;Assistance;Micro transport vehicles;On-site event assistance (SPI);;Broken gear;gear, bicycle, assistance, roadside help
589;Assistance;Micro transport vehicles;On-site event assistance (SPI);;Broken chain on the bike;chain, spare parts, bike, assistance, roadside help
590;Assistance;Micro transport vehicles;Transport of micro transport vehicle;;Bicycle transportation to the service;transport, service, authorized service, assistance
591;Assistance;Micro transport vehicles;Transportation of persons/insureds;;Transportation to service/hotel/home;transport, residence, hotel, provider, public transport, taxi, assistance
592;Assistance;Micro transport vehicles;Accommodation in a hotel;;Accommodation in a hotel;hotel, accommodation, conditions, overnight stay, 150 km, assistance
593;Assistance;Micro transport vehicles;General information AMPS;;Information on assistance for micro transport vehicle;assistance, micro transport vehicle, assistance case
594;Assistance;After injury;Specialist examination/treatment;;Specialist examination/treatment;health point, TZZ, specialist examination, assistance, after injury, 080 26 64
595;Assistance;After injury;Diagnostic examination;;Diagnostic examination;health point, TZZ, diagnostic examination, assistance, after injury, 080 26 64
596;Assistance;After injury;Outpatient rehabilitation, therapies;;Outpatient rehabilitation, therapies;outpatient rehabilitation, therapies, health point, TZZ, assistance, after injury, 080 26 64
597;Assistance;Watercraft;Towing of watercraft;;Towing of watercraft;watercraft, assistance, towing
598;Assistance;Watercraft;Delivery of spare parts for the watercraft;;Delivery of spare parts for the watercraft;spare parts, watercraft, assistance, delivery
599;Assistance;Watercraft;Fuel delivery for watercraft;;Fuel delivery for watercraft;watercraft, fuel delivery, assistance
600;Assistance;Watercraft;Help with engine start;;Assistance with engine start;assistance, engine start, help
601;Assistance;Watercraft;Help with rescuing a lightly stranded vessel;;Help with rescuing a lightly stranded vessel;stranded vessel, rescue, assistance
602;Assistance;Watercraft;Assistance in case of a rope entangled in the propeller;;Assistance in case of a rope entangled in the propeller;rope, propeller, assistance, help
603;Assistance;Water vessels;Transport of insured persons by sea;;Transport of insured persons by sea;transport, assistance, insured persons, Sea Help
604;Assistance;Watercraft;Information about meteorological conditions in the navigation area;;Information about meteorological conditions in the navigation area;assistance, watercraft, general information, Sea Help, +385 919 112 112
605;Assistance;Watercraft;General information about assistance for watercraft;;Information about assistance for watercraft;assistance, watercraft, general information, Sea Help, +385 919 112 112
